ncase,ion,energy_MeV,angle_deg,depth_um,major_axis_um,minor_axis_um,total_length_um,status
71918050,protons,2.6671440000000004,69.21667744132131,1.9454406063555894,8.669699948441352,6.791365475009097,8.66969158852751,Developed
72179285,protons,2.338835,72.26978187984804,2.6764930901330217,9.14360986941093,7.880177017510209,9.143606396001754,Developed
72466607,protons,3.668146,65.68604209450548,0.4591175205543667,6.939369389119761,3.2923436936412322,6.939366116991447,Developed
72590852,protons,2.7928699999999997,79.50631904458596,2.5672908495356968,8.212998259179514,7.763825817223431,8.212963411959443,Developed
72691952,protons,4.114583,87.76605778279882,1.364873008521121,5.820951454858319,5.7953747051224,5.820746010813343,Developed
73481526,protons,1.72947,49.78730534443505,0.3816082540526562,11.618831177366525,2.336428394095004,11.61882260466834,Developed
73488044,C,0.34303239999999996,43.385924739296506,0.3625858773807096,3.556507242490972,3.556552593490255,3.556528675746662,Developed
73666662,protons,0.4709527,38.19100396452879,0.7952825337147154,9.673596278542375,8.017057515731109,9.673618063040536,Developed
73773924,protons,1.8653980000000001,20.98901789681507,0.0,0.0,0.0,0.0,Angle < Critical
73825388,protons,4.621793,82.49128668350443,0.8647342790051944,4.988229346148334,4.649068544985175,4.988219573977931,Developed
73942700,protons,3.111274,82.94793570137743,2.3129625860537413,7.616209769307353,7.406210712515801,7.616157959790735,Developed
73998576,protons,2.273579,72.58040469767542,2.7941495288407303,9.244831259518483,8.038226486496493,9.244824108095685,Developed
74156340,protons,5.469005,69.02072594576138,0.0,0.0,0.0,0.0,Track below surface
74258128,protons,0.632146,64.47708066309274,3.7637542371754797,15.037265445064623,14.201862733118718,15.037258875383166,Developed
74313455,protons,1.1958330000000001,64.94910176250005,6.248874786528736,12.443272785100339,10.077930369296949,12.443238053492578,Developed
74819998,protons,7.466031,65.27421068530226,0.0,0.0,0.0,0.0,Track below surface
74820944,protons,7.466819,64.20621808302329,0.0,0.0,0.0,0.0,Track below surface
76218626,protons,7.385909000000001,63.17741233027128,0.0,0.0,0.0,0.0,Track below surface
76256690,protons,2.326592,53.04843794593825,0.1229213014559285,8.376891112284545,1.2360901101100636,8.376887628611406,Developed
76279031,protons,1.797005,51.80797853690717,0.6408933214641994,11.264955894978286,3.5079063841109313,11.264950236334982,Developed
76484600,protons,4.261236,78.77755768407788,0.9758869712060321,5.6250342450380275,4.917233559761917,5.625027363490521,Developed
76636964,protons,1.386977,66.45089612477284,4.57183411224808,11.461641061307374,9.35651724793262,11.461627330884829,Developed
76775610,protons,1.938791,82.02512381157322,3.9650020462224926,9.60812209360864,9.37516442151205,9.608057649992329,Developed
76793085,protons,3.033457,60.84171041576862,0.5209608923816411,8.311553690860345,3.455984912918877,8.311549665532866,Developed
76991128,protons,1.4863439999999999,64.44226302681382,3.7128343951044442,11.226192844695886,8.674423311300126,11.226177581052198,Developed
77125811,protons,0.45894799999999997,48.09326167525963,1.497156186674335,11.565636312113313,10.80352562523715,11.565745256754168,Developed
77227306,protons,4.982552,74.69535001685787,0.26678178888795223,4.474910352598646,2.5536483962515617,4.474908212549453,Developed
