ion,energy_MeV,angle_deg,depth_um,major_axis_um,minor_axis_um,total_length_um,black_part,total_surface,status
protons,0.904040404040404,10.227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.904040404040404,12.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.904040404040404,14.318181818181818,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.904040404040404,16.363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.904040404040404,18.40909090909091,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.904040404040404,20.454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.904040404040404,22.5,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.904040404040404,24.545454545454547,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.904040404040404,26.59090909090909,0.0,0.0,0.0,0.0,0.0,0.0,Angle < Critical
protons,0.904040404040404,28.636363636363637,0.04923013823986011,3.782371799319995,1.5168111211228312,3.782374560272279,0.0,3.850795017591873,Developed
protons,0.904040404040404,30.68181818181818,0.17951405689049693,6.213300284484287,2.7550072756875275,6.213303482184912,0.0,11.402875470945489,Developed
protons,0.904040404040404,32.72727272727273,0.3724261672787659,8.37653660968045,3.793044536047844,8.376540361671658,0.0,21.37559083297168,Developed
protons,0.904040404040404,34.77272727272727,0.6256521854953832,10.474196990447922,4.716567139322557,10.474209076063861,0.0,33.907678777745616,Developed
protons,0.904040404040404,36.81818181818182,0.9396301396341489,12.559182065109859,5.570619220596014,12.559188392850842,0.09474934932188395,49.48250956836957,Developed
protons,0.904040404040404,38.86363636363636,1.3167997353194014,14.715240995613195,6.397235535414037,14.715511651979561,0.18878611837759984,68.99740085168487,Developed
protons,0.904040404040404,40.90909090909091,1.753860710156216,16.08197218273387,7.226147159677267,16.0824807315854,0.2565517436335859,92.21666482495841,Developed
protons,0.904040404040404,42.95454545454545,2.191524456167718,16.204974375688412,7.948580768891759,16.20503436773348,0.31598286747081916,111.34762203924691,Developed
protons,0.904040404040404,45.0,2.61595564408489,16.23708903857184,8.57961162720932,16.237104732931144,0.36903959967796857,127.64107071098282,Developed
protons,0.904040404040404,47.04545454545455,3.026352999907939,16.196459904682673,9.142387416897263,16.196461660604513,0.4191362241575765,142.05250843990856,Developed
protons,0.904040404040404,49.09090909090909,3.4220472806138957,16.09683585663126,9.64740195947009,16.096831520037824,0.4645440774215167,155.0166834469633,Developed
protons,0.904040404040404,51.13636363636363,3.802331403200906,15.949505160270762,10.101518659681107,15.949503437207893,0.5099803433123458,166.77579832256487,Developed
protons,0.904040404040404,53.18181818181818,4.166657124423306,15.764956696185473,10.51034889333285,15.764947884524302,0.55329903254255,177.48609580735086,Developed
protons,0.904040404040404,55.22727272727273,4.514362157797191,15.55378705194297,10.878746638712384,15.553904685018917,0.599435488284443,187.2513933907088,Developed
protons,0.904040404040404,57.27272727272727,4.845011746120964,15.327141264604776,11.210874739904051,15.331373139050495,0.6492857666464515,196.15335673803034,Developed
protons,0.904040404040404,59.31818181818182,5.158052457143327,15.09607833400214,11.510291040800382,15.103863830300128,0.7175585833881503,204.24807954939473,Developed
protons,0.904040404040404,61.36363636363636,5.453126211975089,14.870217369790922,11.780040104578413,14.875042272303421,0.7801096658741129,211.59490580058062,Developed
protons,0.904040404040404,63.40909090909091,5.729655363442577,14.656418843663966,12.02270596001463,14.656397682143703,0.8360420319150883,218.2374003938168,Developed
protons,0.904040404040404,65.45454545454545,5.987181109766912,14.458572701801613,12.240487862620151,14.4585617957717,0.8847995305446813,224.2247698395894,Developed
protons,0.904040404040404,67.5,6.225678573169757,14.278340620004236,12.43529630535033,14.278309420120841,0.9205811307393463,229.5990918862058,Developed
